,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,R2Campaign,Age
573,4,4,64413.0,0,1,8.0,27,0,52
574,3,2,36959.0,1,0,8.0,56,0,41
575,4,2,61996.0,0,1,9.0,27,1,45
576,2,2,51287.0,1,1,8.0,10,0,54
577,2,2,13260.0,1,1,8.0,48,0,52
578,4,4,47472.0,1,1,8.0,39,0,56
579,3,4,54603.0,1,1,8.0,85,0,66
580,4,2,45207.0,1,1,9.0,64,1,48
581,2,4,40689.0,0,1,9.0,69,0,71
582,0,4,47821.0,1,1,8.0,54,0,55
583,3,2,27450.0,0,0,9.0,57,0,71
584,2,4,39453.0,1,0,8.0,64,0,39
585,0,4,26850.0,1,1,8.0,10,0,51
586,2,5,79800.0,0,0,9.0,65,1,67
587,3,2,61794.0,0,1,8.0,74,0,61
588,2,4,53863.0,0,1,8.0,4,1,67
589,2,4,24221.0,0,0,8.0,94,0,63
590,4,3,39684.0,1,0,9.0,41,1,38
591,3,2,92163.0,0,0,9.0,25,1,47
592,3,3,69882.0,0,0,8.0,94,0,57
593,2,4,33178.0,1,0,8.0,9,0,45
594,4,2,59973.0,0,0,8.0,47,0,50
595,3,4,17459.0,1,0,8.0,12,1,47
596,2,1,23910.0,1,0,9.0,80,0,53
597,3,2,42169.0,1,1,8.0,20,0,53
598,0,2,26224.0,1,0,8.0,39,0,44
599,2,4,31089.0,1,0,9.0,57,0,41
600,2,3,30081.0,0,1,9.0,27,0,61
601,2,4,62807.0,0,1,9.0,83,0,62
602,2,3,72906.0,0,0,8.0,79,0,67
603,4,2,61467.0,0,2,9.0,69,0,74
604,3,4,49618.0,1,1,9.0,77,0,56
605,3,3,21888.0,1,0,9.0,15,1,36
606,2,5,42429.0,0,1,8.0,99,0,49
607,2,1,26150.0,2,1,9.0,61,0,66
608,1,2,30801.0,0,1,9.0,23,0,47
609,2,2,81168.0,0,0,8.0,84,1,57
610,3,3,26877.0,0,0,8.0,74,0,53
611,3,5,45006.0,0,0,8.0,90,0,78
612,1,2,18978.0,1,0,9.0,41,0,49
613,2,2,22574.0,2,1,8.0,28,0,55
614,4,3,48240.0,0,0,9.0,73,1,53
615,2,2,45837.0,1,1,8.0,88,0,48
616,3,3,35791.0,2,1,9.0,94,0,57
618,2,5,54162.0,1,1,9.0,31,0,44
619,3,2,30522.0,0,1,9.0,6,0,62
620,4,2,54456.0,0,1,8.0,23,0,61
621,2,3,31632.0,0,0,8.0,92,0,51
622,2,5,72298.0,0,0,8.0,52,1,73
623,0,3,36975.0,1,0,8.0,50,0,44
624,0,2,72635.0,0,0,8.0,54,1,67
625,2,2,13624.0,1,0,9.0,93,0,46
626,2,3,84196.0,0,1,8.0,56,0,47
627,2,4,70971.0,0,1,9.0,28,1,62
628,4,1,34487.0,1,1,9.0,94,0,45
629,2,3,28769.0,1,0,9.0,76,0,45
630,4,2,69084.0,1,0,8.0,43,0,52
631,4,4,65488.0,0,0,7.0,46,0,64
632,0,2,62466.0,0,1,8.0,13,0,52
633,0,3,32218.0,0,0,8.0,27,1,62
634,2,3,83917.0,0,0,9.0,12,1,49
635,2,1,46102.0,2,1,8.0,3,0,60
636,2,3,84574.0,0,0,8.0,72,0,70
637,2,2,56181.0,0,1,9.0,6,0,60
638,3,1,63120.0,0,1,9.0,53,1,72
639,2,2,73691.0,0,1,8.0,58,1,51
640,2,4,63381.0,0,1,9.0,78,0,62
641,4,4,76140.0,0,0,8.0,57,0,74
642,4,1,62859.0,0,1,9.0,37,0,63
643,2,3,45906.0,0,1,9.0,20,1,58
644,3,4,77632.0,0,0,9.0,73,1,75
645,4,2,46463.0,1,1,8.0,56,0,51
646,2,4,105471.0,0,0,9.0,36,1,52
647,3,1,55282.0,1,0,8.0,9,0,52
648,3,2,78710.0,0,1,7.0,42,0,45
649,2,4,66886.0,0,1,8.0,28,0,64
650,3,3,98777.0,0,0,8.0,23,1,62
651,2,4,29103.0,1,0,9.0,38,0,37
652,2,2,67445.0,0,1,9.0,63,0,48
653,4,4,50616.0,0,1,8.0,71,0,72
654,2,1,49431.0,0,1,9.0,9,0,67
656,2,4,61278.0,0,1,8.0,87,0,69
657,0,4,26490.0,0,0,9.0,92,0,64
658,4,4,73059.0,0,1,8.0,36,0,75
659,4,3,46734.0,1,2,8.0,86,1,56
660,2,4,56253.0,0,1,9.0,83,0,59
661,2,2,19986.0,1,0,8.0,74,0,37
662,2,5,58330.0,0,1,8.0,87,0,47
663,1,2,25965.0,0,0,9.0,29,0,42
664,3,4,14661.0,0,0,9.0,88,0,66
665,2,2,18690.0,0,0,9.0,77,0,63
666,4,4,45068.0,0,1,9.0,25,0,48
667,1,3,21063.0,1,0,8.0,34,0,35
668,4,2,29187.0,1,0,9.0,43,0,54
669,0,2,54690.0,1,1,8.0,76,0,51
670,4,2,59304.0,0,1,8.0,81,0,58
671,3,3,59247.0,0,2,8.0,87,0,60
672,2,5,66731.0,0,1,9.0,33,0,52
673,2,2,77353.0,0,1,8.0,38,0,42
674,4,3,52614.0,0,1,9.0,63,0,47
675,2,2,26751.0,2,0,7.0,26,0,48
676,4,2,81300.0,0,1,9.0,17,1,59
677,2,3,70337.0,0,0,8.0,75,0,43
678,0,2,36145.0,1,0,8.0,13,1,37
679,4,3,65295.0,0,0,8.0,19,0,42
680,2,1,68118.0,0,1,8.0,51,0,59
681,2,1,68743.0,0,0,9.0,81,0,55
682,0,4,41039.0,0,0,8.0,32,0,40
683,2,4,38946.0,0,1,8.0,84,0,67
684,2,4,65777.0,0,0,8.0,87,0,55
685,4,1,66476.0,0,1,9.0,99,0,46
686,4,3,86857.0,0,0,9.0,96,1,50
688,4,4,77845.0,0,0,8.0,40,1,33
689,4,4,69476.0,0,0,8.0,3,0,53
690,4,1,50611.0,0,1,9.0,98,1,62
691,2,3,61209.0,0,0,8.0,73,0,52
692,3,4,42315.0,0,1,8.0,90,0,64
693,1,4,13084.0,0,0,8.0,29,0,70
694,3,5,47570.0,1,1,8.0,3,1,73
695,3,2,61923.0,0,2,8.0,94,0,61
696,2,3,34824.0,0,0,8.0,65,0,27
697,4,3,26518.0,1,1,9.0,33,1,73
698,2,3,45938.0,0,0,8.0,46,0,61
699,2,4,78468.0,0,0,8.0,29,1,62
700,2,1,78901.0,0,1,8.0,99,0,49
701,2,2,71427.0,2,0,8.0,26,0,44
702,2,1,71022.0,0,1,8.0,30,1,44
703,3,3,90247.0,0,0,8.0,27,1,34
704,3,1,41335.0,1,0,8.0,24,0,54
705,2,2,71952.0,1,0,9.0,93,1,36
706,4,1,35682.0,1,0,7.0,34,0,52
707,2,1,43185.0,0,1,9.0,88,0,71
708,4,4,66375.0,0,1,8.0,96,1,74
709,3,2,35178.0,1,0,9.0,10,1,51
710,2,2,25252.0,1,0,8.0,26,0,36
711,3,3,55250.0,0,1,9.0,49,0,57
712,2,3,33249.0,1,0,9.0,11,0,47
713,2,4,58398.0,0,0,9.0,44,0,69
714,2,4,50272.0,1,0,8.0,75,0,40
715,4,2,76618.0,0,0,9.0,64,0,47
716,0,1,87305.0,0,0,9.0,19,1,62
717,2,4,25851.0,1,0,9.0,45,0,44
718,2,1,58710.0,0,1,9.0,77,0,52
719,2,3,45160.0,1,1,8.0,9,0,64
720,3,2,74806.0,0,1,9.0,1,0,57
721,2,2,59111.0,0,0,9.0,90,0,68
722,4,2,18988.0,1,0,7.0,43,0,38
723,2,2,72190.0,0,0,9.0,79,0,57
724,2,2,7500.0,1,0,9.0,19,1,46
725,2,2,44794.0,0,1,7.0,99,0,56
726,2,2,80395.0,0,0,8.0,62,1,67
727,3,1,75012.0,0,0,8.0,41,0,46
728,3,2,56962.0,2,1,8.0,60,0,57
729,2,4,89891.0,0,0,9.0,17,1,31
730,4,1,35946.0,1,1,8.0,24,0,73
731,4,4,53593.0,1,1,9.0,60,0,69
732,2,2,66373.0,1,1,8.0,57,0,44
733,4,1,45072.0,1,2,8.0,74,0,74
734,2,1,89694.0,1,1,8.0,22,1,49
735,2,2,72025.0,0,0,8.0,46,1,73
736,2,2,67432.0,0,1,9.0,69,0,49
737,3,4,70545.0,0,1,7.0,29,0,70
738,1,2,17487.0,1,0,9.0,37,0,33
739,2,4,62882.0,0,1,9.0,26,0,53
740,4,3,64108.0,0,1,9.0,8,0,69
741,3,4,34941.0,1,1,9.0,26,0,66
742,4,3,48767.0,1,2,8.0,79,0,72
743,0,4,38702.0,1,0,8.0,71,0,44
744,2,2,82224.0,0,0,8.0,83,1,58
745,2,4,83844.0,0,0,9.0,57,1,70
746,0,2,17003.0,1,0,8.0,37,0,47
747,2,3,71163.0,0,0,8.0,30,0,27
748,2,3,33697.0,1,0,8.0,34,1,52
749,0,2,63564.0,0,0,8.0,0,1,68
750,4,4,83443.0,0,0,8.0,89,0,50
751,4,4,51518.0,0,1,8.0,92,0,64
752,2,5,58330.0,0,1,8.0,87,0,47
753,2,2,80952.0,0,0,9.0,20,1,53
754,2,4,75507.0,0,0,8.0,56,0,43
755,0,4,63855.0,0,0,9.0,28,0,44
756,4,4,62220.0,0,1,9.0,55,1,50
757,2,2,58512.0,0,1,8.0,25,0,58
758,3,2,40662.0,1,0,9.0,0,0,43
759,4,2,38829.0,0,1,8.0,86,0,63
760,0,2,35523.0,1,0,8.0,8,0,41
761,2,3,79146.0,1,1,8.0,33,0,55
762,3,2,78285.0,0,0,8.0,13,0,34
763,4,3,31626.0,1,0,9.0,12,1,44
764,2,3,75127.0,0,0,7.0,92,0,70
765,2,2,48726.0,0,1,9.0,90,0,67
766,2,2,74985.0,0,0,9.0,8,0,45
767,2,4,67430.0,0,0,9.0,6,0,35
768,0,2,46891.0,0,1,8.0,91,0,57
769,3,2,62058.0,0,1,8.0,52,0,66
770,2,2,72063.0,0,1,8.0,3,0,43
771,4,2,78939.0,0,0,8.0,57,0,71
772,2,3,42720.0,1,1,9.0,9,1,57
773,2,2,33622.0,1,1,9.0,22,0,50
774,4,4,6835.0,0,1,9.0,76,0,65
775,2,4,41452.0,1,1,9.0,86,0,69
776,4,3,40760.0,0,1,8.0,64,0,57
777,4,4,74250.0,0,0,8.0,90,0,64
778,3,3,51124.0,1,1,8.0,79,0,67
779,2,3,72258.0,0,1,8.0,28,0,51
780,4,3,71466.0,0,0,8.0,86,0,48
781,2,4,36283.0,1,1,8.0,42,0,46
782,2,3,20587.0,1,0,8.0,39,0,52
783,2,2,30467.0,1,0,8.0,8,0,50
784,2,4,31590.0,1,0,8.0,40,0,50
785,1,2,20425.0,1,0,9.0,5,0,36
786,3,4,17144.0,1,1,8.0,96,0,62
787,4,1,42564.0,0,1,9.0,28,1,54
788,3,2,43783.0,1,0,7.0,22,1,44
789,2,1,40780.0,0,1,9.0,30,0,46
790,3,4,62847.0,0,0,9.0,45,0,77
791,4,2,82017.0,0,0,9.0,58,1,65
792,2,3,16813.0,0,0,8.0,49,1,72
793,2,2,51267.0,1,1,8.0,37,0,44
794,2,3,46524.0,0,1,9.0,70,0,61
795,3,3,45183.0,0,0,9.0,33,1,60
796,4,2,70421.0,0,1,7.0,98,0,68
797,0,1,60161.0,0,1,9.0,17,0,57
798,2,4,73926.0,0,0,9.0,54,0,49
799,2,2,19329.0,1,0,8.0,39,0,54
800,3,2,61872.0,0,1,8.0,81,0,52
801,2,5,46984.0,1,1,9.0,71,0,66
802,2,2,34838.0,1,1,9.0,62,0,71
803,4,3,82716.0,0,0,8.0,8,0,78
804,2,2,48192.0,0,0,9.0,76,1,64
805,3,2,49681.0,0,2,8.0,66,0,46
806,3,2,56850.0,0,1,8.0,83,0,51
807,2,2,55267.0,0,1,8.0,28,0,65
808,2,2,59666.0,1,1,9.0,87,1,50
809,2,3,72504.0,0,1,9.0,43,0,50
810,2,2,26872.0,0,0,8.0,0,0,41
811,2,3,21359.0,1,0,9.0,1,1,50
812,2,3,73170.0,0,0,7.0,1,0,47
813,3,2,52750.0,0,1,9.0,72,0,67
814,4,4,91820.0,0,0,8.0,72,0,36
815,4,4,65968.0,0,1,8.0,12,0,52
816,2,2,30772.0,1,1,8.0,89,0,46
817,2,3,22507.0,0,0,9.0,67,0,68
818,2,2,65685.0,0,1,8.0,54,0,50
819,0,2,25804.0,1,0,8.0,34,0,44
820,4,3,76412.0,0,0,9.0,15,1,42
821,2,2,22063.0,1,0,8.0,43,0,50
822,2,3,57091.0,0,0,7.0,0,1,61
823,2,2,22419.0,0,0,9.0,74,0,59
824,2,4,87771.0,0,1,8.0,61,1,63
825,0,1,78353.0,0,1,9.0,51,0,63
826,2,2,93404.0,1,2,9.0,97,1,68
827,2,1,37859.0,1,2,9.0,75,0,60
828,4,5,80995.0,0,1,9.0,83,0,64
829,2,4,16529.0,1,0,8.0,23,0,38
830,4,1,55412.0,1,1,8.0,65,0,46
831,2,3,48789.0,0,0,9.0,94,0,30
832,4,4,56575.0,0,2,9.0,42,0,55
833,0,4,25130.0,1,0,8.0,10,0,42
834,2,2,35441.0,1,1,9.0,94,0,55
835,2,2,71391.0,0,1,9.0,50,0,66
836,3,3,49494.0,1,0,9.0,46,0,50
837,2,1,81702.0,0,0,9.0,98,0,42
838,0,3,45889.0,0,1,8.0,42,0,42
839,2,3,56628.0,0,1,8.0,30,1,45
840,2,4,34026.0,1,1,8.0,11,0,72
841,2,2,40049.0,0,1,9.0,61,0,48
842,2,3,34176.0,1,0,8.0,12,0,34
843,2,2,19419.0,1,0,9.0,76,0,41
844,0,2,82504.0,0,0,8.0,2,0,62
845,2,4,81205.0,0,0,8.0,43,1,52
846,0,3,61618.0,0,0,9.0,27,0,31
847,3,3,55284.0,0,1,9.0,60,0,66
848,2,3,49980.0,0,1,8.0,79,0,59
849,2,2,15072.0,2,0,9.0,96,0,42
850,2,3,49166.0,0,1,8.0,17,0,48
851,4,2,65324.0,0,1,8.0,0,0,68
852,0,2,82347.0,0,0,9.0,38,1,65
853,4,4,30843.0,1,1,7.0,43,1,56
854,4,2,46374.0,0,1,8.0,1,1,48
855,2,3,60474.0,0,1,9.0,25,0,43
856,3,2,38576.0,0,1,8.0,2,0,49
857,2,2,55357.0,2,0,9.0,66,0,37
858,2,4,37758.0,1,1,9.0,49,0,56
859,0,2,85710.0,0,0,9.0,5,1,33
860,2,4,23228.0,1,0,8.0,71,0,53
861,3,4,44602.0,1,1,8.0,35,0,53
862,2,2,7500.0,0,0,9.0,94,0,35
863,0,4,38683.0,1,0,9.0,80,0,33
864,0,3,49514.0,1,0,8.0,61,0,47
865,4,4,57906.0,0,1,8.0,29,0,49
866,3,3,43456.0,0,1,9.0,0,0,56
867,3,3,19485.0,2,0,8.0,80,0,36
868,2,4,53172.0,0,1,9.0,54,0,44
869,2,4,30545.0,1,0,9.0,71,0,43
870,4,4,70123.0,0,0,8.0,27,1,39
871,2,3,62450.0,0,1,8.0,61,1,63
872,2,4,21675.0,1,0,7.0,55,0,46
873,0,3,42395.0,1,1,8.0,35,0,41
874,3,4,61346.0,1,0,8.0,34,0,44
875,2,4,80812.0,0,0,8.0,95,1,69
876,3,1,42835.0,1,1,8.0,64,0,51
877,2,2,39922.0,1,0,9.0,30,0,39
878,3,3,86424.0,0,0,8.0,12,0,66
879,0,4,17117.0,1,0,9.0,96,0,44
880,2,3,24762.0,1,0,8.0,16,1,50
881,2,2,35797.0,0,1,9.0,16,0,47
882,2,1,36627.0,2,0,8.0,78,0,47
883,0,2,51111.0,1,1,7.0,83,0,41
884,4,3,86857.0,0,0,9.0,96,1,50
885,4,4,82072.0,0,0,8.0,67,0,52
886,4,3,46231.0,2,1,9.0,87,0,69
887,2,2,42243.0,1,1,8.0,34,0,63
888,2,4,51195.0,1,1,9.0,46,0,60
889,3,3,68092.0,0,0,8.0,7,0,44
890,2,2,31814.0,1,0,9.0,73,1,49
891,3,5,51390.0,1,1,9.0,54,0,57
892,2,2,76630.0,0,0,8.0,93,0,39
893,1,3,26868.0,1,0,8.0,52,0,31
894,4,1,48948.0,0,0,9.0,53,1,79
895,4,3,55260.0,0,1,9.0,81,0,50
896,2,4,64090.0,0,1,8.0,8,1,66
897,2,1,78331.0,0,1,8.0,97,0,64
898,4,2,37087.0,1,0,8.0,50,0,48
899,2,1,21846.0,1,0,8.0,38,0,36
900,2,2,81320.0,0,0,9.0,61,0,64
901,2,1,54137.0,0,1,8.0,46,0,52
902,2,4,66825.0,0,0,8.0,73,0,55
903,2,4,57100.0,0,0,8.0,19,0,49
904,2,4,58917.0,1,2,9.0,10,0,53
905,2,3,85072.0,0,0,8.0,94,0,45
906,2,3,86429.0,0,0,8.0,10,1,61
907,2,5,45684.0,1,0,8.0,37,0,51
908,2,4,47889.0,1,0,8.0,94,0,48
909,4,2,45921.0,0,0,8.0,23,0,36
910,4,3,78420.0,0,0,8.0,75,0,56
911,2,4,75114.0,0,0,8.0,40,0,30
912,4,5,52278.0,0,1,9.0,24,1,59
913,3,2,35641.0,1,0,8.0,11,1,50
914,2,3,95529.0,0,0,9.0,29,1,28
915,2,2,62820.0,0,0,9.0,51,0,68
916,3,4,73113.0,0,0,8.0,86,0,62
917,4,2,84169.0,0,0,8.0,9,1,40
918,0,3,42607.0,0,1,8.0,30,0,68
919,4,3,74637.0,0,0,9.0,73,1,68
920,4,4,46015.0,1,1,8.0,25,1,67
921,2,3,72354.0,0,0,9.0,67,0,29
922,3,3,39858.0,1,0,9.0,67,1,53
923,4,2,34469.0,1,1,8.0,58,0,74
924,2,4,83033.0,1,0,8.0,82,1,36
925,3,4,24401.0,0,0,9.0,98,0,43
926,2,2,77583.0,0,0,8.0,93,1,44
927,0,3,74116.0,0,0,8.0,53,1,40
928,2,3,74293.0,0,0,8.0,66,0,29
929,4,2,68397.0,0,1,8.0,6,0,46
930,4,4,79632.0,0,0,8.0,42,0,48
931,2,3,46107.0,1,0,8.0,78,0,33
932,4,3,64950.0,0,1,9.0,29,1,71
933,1,2,25443.0,1,0,9.0,82,0,33
934,2,3,75127.0,0,0,7.0,92,0,70
935,4,4,32892.0,1,0,7.0,78,0,51
936,2,4,71796.0,0,0,8.0,54,0,51
937,4,2,67536.0,0,1,8.0,45,1,52
938,2,3,55239.0,0,1,8.0,59,0,51
939,4,1,60554.0,1,0,8.0,8,0,47
940,0,3,64831.0,1,1,8.0,51,0,70
941,4,4,56067.0,0,1,8.0,51,0,60
942,2,1,82025.0,0,0,8.0,76,1,39
943,2,4,94384.0,0,0,9.0,62,1,69
944,1,3,14906.0,0,0,9.0,86,0,36
945,4,2,51563.0,0,0,9.0,60,1,35
946,0,2,57937.0,0,1,8.0,56,0,40
947,2,1,68274.0,1,1,8.0,83,0,43
948,2,4,39771.0,1,0,8.0,92,0,45
949,0,1,67893.0,0,1,9.0,31,0,47
950,4,4,27922.0,1,0,8.0,80,0,43
951,4,4,52190.0,1,1,8.0,39,1,46
952,3,1,44051.0,1,1,9.0,20,1,49
953,4,3,42767.0,2,0,9.0,53,0,51
954,3,4,46106.0,1,1,8.0,84,0,46
955,4,2,16927.0,1,1,9.0,50,0,46
956,2,2,59754.0,0,1,9.0,96,1,57
957,2,3,53700.0,0,1,9.0,94,0,70
958,2,2,59041.0,1,1,8.0,25,0,49
959,4,1,54237.0,0,1,9.0,48,0,65
960,2,1,70647.0,0,1,9.0,65,0,55
961,4,3,52597.0,0,1,8.0,69,0,60
962,3,4,41021.0,1,0,9.0,12,1,53
963,4,2,40233.0,0,1,8.0,84,0,47
964,2,2,50183.0,1,1,7.0,47,0,42
965,2,4,54753.0,0,1,8.0,87,0,63
966,2,2,92955.0,0,0,8.0,35,1,49
967,2,2,33471.0,1,0,9.0,47,0,49
968,4,2,34596.0,1,0,9.0,48,1,48
969,2,4,44010.0,1,0,9.0,46,0,42
970,2,2,84219.0,0,0,8.0,27,0,34
971,4,4,40706.0,2,1,9.0,37,0,54
972,0,2,15716.0,1,0,9.0,8,0,34
973,0,1,59052.0,0,1,8.0,29,0,63
974,3,4,80573.0,0,0,9.0,85,0,51
975,2,2,83715.0,0,0,8.0,2,0,60
976,3,4,82576.0,0,0,9.0,66,1,63
977,3,2,56962.0,2,1,8.0,60,0,57
978,2,2,35704.0,1,1,8.0,54,0,70
979,2,4,53103.0,0,1,8.0,70,1,68
980,0,5,46779.0,1,1,8.0,55,0,62
981,2,1,4861.0,0,0,7.0,20,0,57
982,3,1,33462.0,1,0,8.0,78,0,43
983,2,1,63693.0,0,1,8.0,63,0,44
984,2,2,80763.0,0,0,8.0,17,1,72
985,4,2,65352.0,0,1,8.0,43,0,48
986,4,2,82170.0,0,0,8.0,13,0,44
987,2,2,75759.0,0,0,8.0,46,1,53
988,0,3,79689.0,0,0,9.0,65,0,46
989,4,5,35340.0,1,1,7.0,1,0,66
990,2,1,85683.0,0,0,8.0,6,1,68
991,0,2,24884.0,1,0,9.0,32,0,50
992,3,4,42021.0,1,0,9.0,34,1,41
993,2,3,64449.0,1,0,8.0,70,0,33
994,2,1,64587.0,1,1,7.0,49,0,68
995,2,3,34824.0,0,0,8.0,65,0,27
996,2,4,75437.0,0,0,8.0,25,1,44
997,2,4,26091.0,1,1,8.0,84,0,65
998,2,2,52845.0,1,0,8.0,7,1,49
999,2,1,46086.0,0,1,8.0,34,0,66
1000,4,5,78028.0,0,1,9.0,38,1,66
1001,4,3,95169.0,0,0,8.0,1,1,35
1002,0,2,56337.0,1,1,9.0,25,1,41
1003,2,4,22434.0,1,0,9.0,25,0,35
1004,4,2,36930.0,0,1,9.0,50,0,68
1005,2,3,36130.0,0,1,9.0,46,1,68
1006,3,2,65569.0,0,1,9.0,96,0,69
1007,2,4,83844.0,0,0,9.0,57,1,70
1008,2,2,19514.0,1,1,8.0,47,1,54
1009,4,3,36736.0,1,1,9.0,52,0,59
1010,2,4,77568.0,0,1,9.0,30,1,43
1011,4,4,49187.0,0,1,8.0,63,0,46
1012,2,3,30168.0,1,0,9.0,51,0,44
1013,3,4,34053.0,0,1,9.0,14,0,54
1014,3,2,38196.0,1,1,8.0,20,0,51
1015,3,2,59412.0,0,0,8.0,56,0,71
1016,0,2,70924.0,0,0,8.0,41,1,57
1017,2,4,54165.0,0,0,8.0,72,0,53
1018,2,2,32300.0,1,0,9.0,1,0,49
1019,2,3,20180.0,0,0,9.0,27,0,46
1020,2,2,34961.0,1,0,7.0,77,0,49
1021,4,4,28440.0,1,0,8.0,87,0,48
1022,4,4,64504.0,1,2,9.0,81,1,69
1023,3,4,33564.0,0,1,7.0,51,0,56
1024,2,2,17345.0,1,0,9.0,79,0,44
1025,4,2,56320.0,0,1,9.0,11,0,55
1026,2,3,28647.0,1,0,8.0,54,1,44
1027,1,3,15038.0,1,0,9.0,93,0,35
1028,4,1,32173.0,0,1,8.0,0,0,64
1029,0,4,68316.0,0,1,9.0,54,0,58
1030,2,4,74538.0,0,0,8.0,21,1,51
1031,2,3,91700.0,0,0,9.0,58,1,51
1032,2,4,68695.0,0,0,7.0,3,0,53
1033,0,2,31056.0,1,0,9.0,99,0,45
1034,2,2,79593.0,0,0,8.0,70,1,49
1035,2,3,28071.0,0,0,9.0,65,0,42
1036,4,4,37334.0,1,1,8.0,44,0,64
1037,3,3,46423.0,1,1,8.0,6,0,50
1038,4,2,37126.0,1,0,8.0,9,1,51
1039,2,2,47703.0,0,1,8.0,95,0,69
1040,2,2,61180.0,0,1,8.0,70,1,63
1041,2,2,38998.0,1,1,9.0,92,0,68
1042,2,3,8028.0,0,0,9.0,62,0,31
1043,2,4,76081.0,0,0,7.0,85,1,60
1044,2,4,34728.0,1,0,8.0,2,1,36
1045,3,3,33168.0,0,1,9.0,0,0,57
1046,3,2,33585.0,0,1,8.0,91,0,56
1047,4,2,77037.0,0,1,8.0,3,0,62
1048,2,4,35196.0,1,0,9.0,68,1,38
1049,2,2,44529.0,0,1,8.0,98,1,56
1050,0,2,70924.0,0,0,8.0,41,1,57
1051,4,4,28764.0,1,1,7.0,16,1,56
1052,4,2,69098.0,0,0,9.0,82,0,73
1053,0,1,25959.0,1,1,9.0,1,1,52
1054,3,2,27100.0,1,0,9.0,64,0,39
1055,2,3,70596.0,0,0,9.0,68,0,37
1056,2,2,42557.0,0,1,9.0,98,0,48
1057,4,2,53312.0,0,0,8.0,32,0,71
1058,2,3,72228.0,0,0,9.0,87,0,70
1059,2,4,67605.0,0,0,9.0,84,0,35
1060,3,2,62845.0,1,1,9.0,3,1,73
1061,2,4,65196.0,0,2,8.0,34,1,64
1062,4,3,42000.0,0,0,9.0,23,1,35
1063,4,1,35860.0,1,1,8.0,37,1,49
1064,4,2,65526.0,0,1,8.0,22,0,58
1065,2,2,16860.0,1,1,9.0,19,0,61
1066,2,3,83528.0,0,0,8.0,7,1,30
1067,0,1,64176.0,0,1,9.0,52,0,57
1068,2,1,22304.0,0,0,9.0,91,0,66
1069,2,2,67023.0,0,0,8.0,93,0,44
1070,4,4,32892.0,1,0,7.0,78,0,51
1071,2,4,70713.0,0,1,9.0,23,0,56
1072,2,4,59925.0,0,1,9.0,83,0,67
1073,2,2,39722.0,0,1,8.0,92,0,69
1074,2,4,46610.0,0,0,8.0,4,0,64
1075,2,4,88347.0,0,0,8.0,32,1,61
1076,4,2,87171.0,0,0,9.0,27,1,41
1077,0,4,26907.0,1,1,8.0,10,0,46
1078,3,3,50014.0,1,0,8.0,9,0,54
1079,4,2,41014.0,1,0,9.0,65,0,44
1080,2,3,66294.0,0,0,8.0,68,0,57
1081,2,2,36715.0,1,0,9.0,16,1,51
1082,2,2,79456.0,0,0,9.0,12,1,66
1083,2,4,40479.0,1,0,8.0,95,0,40
1084,3,3,75345.0,0,0,9.0,16,1,52
1085,2,2,54233.0,0,1,9.0,46,0,45
1086,2,3,24163.0,1,1,8.0,3,0,52
1087,4,4,84460.0,0,0,9.0,80,1,64
1088,2,4,43776.0,1,0,8.0,77,0,39
1089,4,3,71691.0,0,0,8.0,0,1,64
1090,4,2,85844.0,0,0,7.0,62,1,49
1091,4,3,39190.0,1,0,8.0,91,0,48
1092,2,4,71367.0,0,0,8.0,24,0,63
1093,4,3,38578.0,1,1,8.0,2,0,50
1094,4,2,57236.0,1,1,8.0,22,0,57
1095,2,3,61825.0,0,1,8.0,56,0,43
1096,2,1,79803.0,0,1,7.0,54,0,64
1097,0,3,80910.0,0,0,9.0,71,0,36
1098,3,4,27590.0,1,0,9.0,38,0,40
1099,2,2,56775.0,0,1,9.0,62,0,43
1100,2,1,83829.0,0,0,8.0,78,1,47
1101,0,2,54210.0,0,1,9.0,18,0,43
1102,2,2,38508.0,1,0,8.0,95,0,36
1103,2,4,53187.0,1,0,8.0,66,0,52
1104,2,2,30023.0,1,0,8.0,28,0,50
1105,4,3,76045.0,0,0,8.0,78,1,62
1106,4,2,50870.0,0,1,7.0,13,0,70
1107,0,2,15315.0,0,0,8.0,27,0,52
1108,0,2,65463.0,1,0,8.0,17,1,48
1109,2,2,66480.0,1,1,7.0,71,0,57
1110,2,1,76773.0,0,0,9.0,79,0,68
1111,0,3,81698.0,0,0,9.0,1,1,39
1112,4,3,54466.0,1,1,8.0,78,0,49
1113,3,3,98777.0,0,0,8.0,23,1,62
1114,4,3,16269.0,1,0,8.0,75,0,38
1115,2,4,71819.0,0,1,8.0,70,1,51
1116,4,2,33569.0,1,0,8.0,10,1,39
1117,3,2,36262.0,0,0,8.0,24,1,39
1118,1,4,22634.0,0,0,9.0,47,0,56
1119,0,2,47025.0,0,1,8.0,98,0,44
1120,2,3,70566.0,0,1,8.0,4,0,54
1121,4,2,31605.0,1,0,9.0,15,0,43
1122,3,1,52034.0,1,1,9.0,67,0,49
1123,2,3,48526.0,1,0,8.0,32,0,43
1124,2,2,46734.0,0,1,9.0,40,0,68
1125,2,1,39552.0,1,1,9.0,54,1,60
1126,2,3,86358.0,1,1,9.0,78,0,56
1127,2,4,46931.0,2,1,8.0,94,0,45
